userName,content,score,at,thumbsUpCount
Nikita Dube,"Ideal for loan application to understand how to invest , I recommend all my friends to use.",5,2021-11-23 02:58:52,0
Dương Vũ Tâm,Totally impressed with the characteristics of the loan application. Well done team piggy mutual funds .,5,2021-11-23 02:56:50,0
Lexi Macdonald,"Install this app for easily investing and start my Savings , I'm happy with this app.",5,2021-11-23 02:56:12,0
Blossom Wallace,"Creative tool for investors, Thank you team for the loan application for the investment easy, simple, it really is the application, saving time.",5,2021-11-19 11:00:39,1
A Google user,this is a gorgeously designed app really surprised with the simplicity and design of this loan application .,5,2021-11-19 10:57:41,4
A Google user,"App luxury, Investment loan application is really easy for me, because the loan application, so thank you team and keep it up.",5,2021-11-19 10:52:16,0
A Google user,"Genius app, I am using this tool from months and very happy and pleased to invest in the loan through this app.",5,2021-11-19 10:52:15,0
Subhash Kumar Mishra,"Dear Sir, Please refer my earlier email mail regarding my complain of automatically increasing bad loan on Lenden club app. Today my bad loan decrease s to 80₹ from 220₹ but my portfolio value decreases from 12300₹ to 10900₹ due to which my ROI decreases to - 3% from +11%.Who is and how is Lenden club app is being maintained and monitored is beyond my imagination. Really I feel cheated to join your platform. I have no doubt in telling that your platform is one of the biggest scam in P2P world. I",1,2021-11-19 08:13:11,0
waazir bhaumik,Magic for loan application for every individual to have more income from savings and money.,5,2021-11-19 05:35:02,0
roodra marwah,A must download for loan application their phone to have higher returns on investments .,5,2021-11-19 05:34:17,0
mohun ayyar,This loan application is really very easy to use and handle due to which my father also used in an easy way.,5,2021-11-19 05:29:18,2
ajatasatru bhardvaj,"I love this, the loan application because of its simple and attractive design .",5,2021-11-19 05:29:05,1
nasatya nan,"I have more profit with the help of the loan application that I love the most, well done guys",5,2021-11-19 05:26:36,0
daas kamal,"Great for the loan application for creating the wealth of one and all, well made software",5,2021-11-19 05:01:42,0
navin divakar,"Great for the loan application for employment, more income by investing and by starting to Save",5,2021-11-19 04:57:50,0
bhrigu roychaudhuri,"Magic for loan application for increasing the wealth of the individual , wish him luck, boys",5,2021-11-19 04:57:46,0
Prabhash Chandra,Superb 👍,5,2021-11-18 10:48:04,0
Sultan Mohd,thx lot Orly Loki xkyo I'll8,4,2021-11-17 14:15:25,0
Shravan Mundra,App crash issue resolved with the new update. Thanks.,5,2021-11-16 03:05:31,1
Sashi kumar,Too many Defaulter in my account 39 Written Off Cases I must get more than 35000 Rs that is the reason I give 1 star when I get back the money I will change the review,1,2021-11-14 04:10:15,1
Viresh Vats,The again crashing automatically as soon as you open.,3,2021-11-12 00:39:51,1
Somil Goel,"Fraud. No verification of loans. Borrowers are rolled over again and again till they default. If you understand finance, you will know this is classic Subprime default pattern. Stay away if you can. God help us, somebody warn RBI that this App is out there otherwise they will ruin the entire industry. I have experienced over 10 P2P platforms and this is by far the biggest fraud in every conceivable way. RUN! RUN! IF YOU ARE READING THIS!",1,2021-11-06 19:41:46,1
Biju Nedumpully,I just installed app yesterday it crashed yesterday and today. My first experience on app is not good. Also when you say 12% returns please also mention conditions apply. As there is 5% plus gst charge on withdrawl which exactly fd rate of bank and it's risk free.,2,2021-11-03 21:18:35,4
aritra sahoo,Repeatedly crashing after latest update,1,2021-11-03 17:14:03,0
P 7 Pearl,Needs improvement filter,2,2021-11-01 07:12:49,0
sharath kumar,"Seems it's genuine app but I think there are still some bugs ,fee transaction itself fail d for me ☹️",1,2021-10-31 14:13:28,2
AZIZ KHATEEB,Do not install this app,1,2021-10-29 07:02:55,0
Rajiv Udt,30 percentage loss,1,2021-10-27 13:48:46,1
Ajay Singh,Farji or bekar app inke customer care wale gali de ke baat karte hi jitna ho sake is app ko falo taki Inka app or Inka Kala dhanda band ho jay inke sare kam rbi ke guideline ke khilaf hi,1,2021-10-26 12:48:31,0
samir kavade,The app is okayish. Needs improvement in terms of filters. Very limited filters. Filter for existing borrowers has to be added. The reports generated cannot be viewed in app. Have to be sent to mail. The support team is next to non existent. I have mailed two of my concerns but have received only autorevert. Edit: you are writing the below reply as a developer and we are reviewing the app based on its usability. Please understand we are app users and not testers.we require a functional app.,3,2021-10-25 07:42:39,60
shivam singhal,I have invested some amount using the app. suddenly it stopped opening up. Its force closing itself.,1,2021-10-24 19:11:38,2
MOHIT DHIMAN,Thanks for listening. Let's hope it works in future too. Good Luck.,4,2021-10-24 15:59:21,1
Vivek Rathod,Every alternate day App is getting crashed ! No guarantee of safe money in this app. Not recommended to safe investors. This app looks more risky.,1,2021-10-23 04:24:47,0
Brij Pal Singh,"Bad app, does not work",1,2021-10-22 08:24:25,0
Pradeep Kumar,"Many defaults and capital loss. No recovery steps taken. Delayed loans stay as NPA's. And when Lenden claims lowest NPA's, is it number of borrowers who turn up as NPA's or Number of loan agreements that is counted.",1,2021-10-21 18:06:16,1
Suresh Ck,Fake app costumer support also not available,1,2021-10-21 07:03:14,0
kumar mudragada,"Worst app I see that they are looking only for there investment,I see most of the lenders are defaulters and not even taking any action on them",1,2021-10-19 17:10:30,1
Dgs mohan,Application always Not opening,1,2021-10-19 04:48:23,0
Rajesh Bunkar,Very nice,5,2021-10-17 06:48:18,0
Saqi Saqi,Nyc yar g,2,2021-10-10 18:30:04,0
vaibhav singh,Worst app i invested in it even on due date i dint get any return.. and worst thing even there app is not working.,1,2021-10-10 02:32:08,1
satish mandhre,Stay away as once you raise your exposure 2-3 defaults will come & eat your entire returns. They will do nothing for it. Better stay away and save your capital,1,2021-10-06 19:17:23,1
Chandrasekaran Manickam,Reply to my earlier comments. 12% PA is always unrealized return. Maths Gimmic statements. Invester neither withdraw or reap the benefit. Hishest NPA. Invested 30K 1-1/2 years back. Now networth is ₹-316. Also no balance in my account to draw even ₹1. Also 25 loans written-off. Too big for normal investors. It's slow deteriorate for capital. Less chance for loan taker to repay. Lenden simply writes off if someone don't pay. No strong mechanism to recover. Loan takers can enjoy.,1,2021-10-03 03:32:17,0
Mohit Kumar,"I am not able to open the from last 10 days on Narzo 30 pro mobile. Its ceasing everytime. Before the above issue, It used to open but had many issues like whenever I used to open my profile page it used to crash every time. Please fix the issue as soon as possible. I am not able to make investment due to the issue.",1,2021-10-01 10:27:34,8
Kunal Gupta,"Initially the app had some bugs but after the update it's been smooth going. The UI is intuitive and overall experience has been great. Additionally, the account manager makes the experience personalized with follow up calls and messages. A new investment avenue or rather a new tech avatar of an old investment avenue. Keep the efforts going and keep building the community. Let's do some LenDen!",4,2021-10-01 02:13:26,57
SANDEEP CHOWDARY,"It was a great platform.... Defaults are expected, which is where diversification helps.... Has been giving me decent returns till last year. Returns have reduced this year due to Covid impact. Still generated decent returns",4,2021-09-30 12:16:38,42
Balaji M,I invested in this platform for more than an year. I got decent profit from my investment. The diversification of lending money is nice.,5,2021-09-30 05:30:46,0
Amit Vaswani,"Earlier had some technical issues, same have been resolved though but keep innovation alive to appear on number 1. I consider it as an investment basket amongst others & if satisfied with return on & of investments, I am planning to scale up my investments for better use of funds.",5,2021-09-29 05:54:57,0
Akshay Nirmal,Great app great returns,5,2021-09-27 09:00:52,0
Ravindra Gaikwad,It shows wrong information how to withdraw cash the option not work,1,2021-09-24 18:08:44,3
ajay mr,Worst,1,2021-09-23 17:14:35,0
Kabir Pokhrel,What happen already 6day loan process if you don't want to give loan then cancel the loan refund my 199 money,1,2021-09-23 15:44:38,0
Arteaga Hunter,Conquer my heart You are fortunate to invest with the help of these amazing lenders.,5,2021-09-22 07:34:12,0
Page Alexander,I can not believe the intimacy is not so complicated. It is simple. It will come with a very amazing and very amazing tool.,5,2021-09-22 07:27:01,0
Yancey Queen,Thanks to the developers and developers of the flawless app with simple features and great design in today's play store.,5,2021-09-22 07:22:37,0
Carmen Jonathan,"According to me, an investment tool; The features and design of this tool are really impressive. All the best team borrower app.",5,2021-09-22 07:18:49,0
Elwira Majkowska,Guys trust me it is very kind app to invest . Investing becomes hassle free because of this application.,5,2021-09-22 06:47:40,0
Rowena Miller,Really truthful and helpful lenders app. It gives information about how to invest and where to invest which is really beneficial to earn money.,5,2021-09-22 06:30:43,0
Phạm Thanh Tuấn,This is a really good recommendation for investing. I really like the ease with which you can invest. Lovely borrower app so far,5,2021-09-21 03:47:30,0
Anil Kumar,The app is crashing continuously and not working.,1,2021-09-19 03:11:13,2
hithesh bidadi,"One of the worst app ,there are too many default and delay and when email them requesting the same they don't respond well and asked me close the account .",1,2021-09-18 19:32:40,6
Ayaan Chatterjee,Excellent superb 👍👍👍 loans,5,2021-09-18 14:44:05,0
Anil Talaiya,User friendly,5,2021-09-18 04:59:15,0
Jasmine Shaikh,An excellent app to invest in p2p platforms !!,5,2021-09-17 16:15:56,0
Meghna Sen,Wanted to get high return go with the organisation good support,5,2021-09-17 12:42:57,0
vrushal mhatre,Experience was amazing i have been investing from last 1year i have received good amount of returns on my investment,5,2021-09-17 06:16:43,0
Viraj Jiwane,It was very quick and easy to invest and every step was paperless. Would highly recommend this app.,5,2021-09-17 05:10:19,2
Shyam Panjiyar,Excellent App and customer satisfaction to invest,5,2021-09-17 05:06:22,0
Rajeshwari Jha,"An amazing app for investing, just found it some days ago, I had been investing in mutual funds earlier but a friend told me about p2p investing Really amazed by the concept and getting good returns Would recommend it to everyone",5,2021-09-17 05:05:32,3
Zion Makenna,I have started using this app on my phone and found this app uncomplicated to use and hassle free to make investment .,5,2021-09-16 03:40:06,0
Sheila Dayanara,"I recommend it to anyone who wants an easy platform for investing, a great app to invest in.",5,2021-09-14 03:57:13,0
Kayden Avah,This innovative lendenclub application is truly beneficial to all investors who provide the noble benefits.,5,2021-09-14 03:45:06,0
A Google user,I would say a huge lendenclub app available in the store; Direct investment makes this app stand out from all the other apps.,5,2021-09-14 03:40:47,0
Kira Shyanne,I can invest for free. I really like this app. They are few. It saves me money.,5,2021-09-14 03:34:41,0
A Google user,To invest; Professional application for tracking and redemption; The plans are amazing.,5,2021-09-14 03:25:45,0
Hira Sen,This neat and amazing lendenclub app is perfect for a 5 star rating.,5,2021-09-14 03:20:01,0
swapnil vathare,"My worst investment ever, forget about the interest you will loose the principal amount.",1,2021-09-10 01:13:19,1
BraveTux,Crashes most of the time on poco f1,1,2021-09-07 02:34:38,0
Raj Annamwar,No recourse no collateral.dont invest.,1,2021-09-06 11:08:31,0
Sharu Hasan,"My lendenclub used mobile number sim I got missing , now how to login??? Plse respond I have invested the amount.",2,2021-09-04 13:00:09,0
Khairul Islam,I am unable to create account.,1,2021-09-03 14:19:58,0
anand yati,"Why can't you provide a stable app experience, my app in not opening since last 24 hours. The online portal is not showing my investments. Please sell your company to your partner BharatPe and merge with 12% club. You are not able to manage and provide an acceptable investor experience.",1,2021-08-28 18:16:59,0
deepak kumar kaniti,"I am giving high rating because of the customer support service but, the app crashes frequently. Moreover, investing through desktop is much easier than on app. Pls look into it.",5,2021-08-28 02:06:32,14
Rooparam Choudhary,"Looks like a big scam. My returns are -50%, due to half of loans defaulting. So, instead of earning any interest, I lost 50% of principle amount to these scamsters. FYI to the customer care who will give advise about diversification; I have diversified the amount between numerous borrowers as suggested by platform as I am a gold member; still lost half amount. Won't recommend anyone to use this platform.",1,2021-08-27 07:06:31,8
Narsi Narsi,West app,1,2021-08-26 12:18:41,0
kuldip chhetri,The app doesn't show login pages at times.. Again need to uninstall it and than Install itvagian foe the app to work... Even after the suggestion given to me...The problem still remains the same. I have lost money in this platform.. Go for another instrument... False representation of figures...,1,2021-08-25 14:08:33,38
Sushma,"Default rate has skyrocketed in the past year. Lendenclub doesn't seem to care about investors losing capital. The performance in the past was not bad but if current trend continues, I will highly recommend not investing.",1,2021-08-25 06:54:56,8
vishnu pandey,Great to recommend all my friends to try this app for investment. Thank you team.,5,2021-08-25 05:33:06,0
Raashi Chhalani,The app hasn't been opening for the past 3 weeks! Wth.,1,2021-08-25 04:37:28,0
dasra pande,"It's great to have such mind blowing tool in my phone for investment, Thanks loanenclub app team.",5,2021-08-25 04:14:05,0
vinay mahanta,Because of instamoney everything becomes so easy and cheap and this lendingenclub app is a great example of this.,5,2021-08-25 00:03:51,1
mishri kamal,Today direct investment becomes very easy and fast because of this amazing application.,5,2021-08-24 23:48:11,1
shanti nandi,"For investors like me, this is the real genuine app to invest. Now I don't need another app to invest.",5,2021-08-24 23:15:25,1
jwala jadhav,Investing is so cheap and easy these days because I already have this amazing lendingenclub app.,5,2021-08-24 23:00:06,0
Sunil Manohar,Automatically blocked my account and asking 500 to reactivate again. They eat both investor and borrower money. Stay away from this kind of scammers.,1,2021-08-23 11:15:25,0
vikas hegadi,Loved this app since March and I really love this amazing loan app. The team well implemented loanenclub application.,5,2021-08-22 11:59:55,0
santosh tavade,"The love team loanenclub app makes investing easy and simple, it really is a time saver.",5,2021-08-22 11:39:42,1
sharya kusari,"Great designed app for investing, really amazed with the simplicity and design of this lendingenclub app.",5,2021-08-22 11:23:16,1
Santosh Viswanatham,"Tons of Defaultors. 20% of the people defaulted the payments and 40% of the people delayed their payments. Forget about returns, You Can't expect your investment back. One year dow the line, I'm standing at negative 8% returns.",1,2021-08-22 08:48:17,5
Challa Sai Prudhvi Krishna,AI (auto investment) is such a worst overall services.it select borrower whose time starts from next month until that borrower is not fully completely borrows money from other lenders.,1,2021-08-19 10:27:31,6
Pravin Patni,I have used this app more than 2 years..The default rate of loan is very high. Almost 15-20% of your overall loans. Which leaves us with almost no interest. better invest in other instruments...they are just collecting their premium.. also the statistics they have shown on their website is all false.. it is just to lure more investors into their trap.. Very valuable advice in free: DONT INVEST IN LENDEN.. U WILL REGRET IT,1,2021-08-19 08:52:51,27
Himanshu Poddar,"Higher default seen lately. Probably due to the lag effects of moratorium induced non-payment. However, collection capability of P2P lenders still remains a worrisome area. Lenden could do better by reaching out to lenders who are facing high defaults. No communication as such from the company to help out lenders.",1,2021-08-19 08:23:34,48
sunil sunil,Worst app no pan number,1,2021-08-19 08:18:51,0
Anand Chaudhari,Invested 3K. 2K are badddebts customer says he paid the loan. Gold member of Lenden club. Not getting assistance. Investment has been written off. It's 1year after investment. Still waiting for repayment from customer.,1,2021-08-17 10:52:54,0
Siddharth M,"Guys please listen carefully. Firstly they say that diversify your portfolio by investing small amounts and in different profiles but the problem is that it's india and most of the profiles never return the principle also, forget about interest. Guys the loans are written off by lendenclub and there's literally nothing you can do about it. It's india guys these people who take loan for such small amounts are daily wage workers and they don't give a damn about credit score. I have lost 30k",1,2021-08-16 07:10:40,0
nitish Soni,I m already registered with bharatpe. They have my account with you. So whenever I sign-up with my pan it says already registered.Give us atleast an option to view my account.,2,2021-08-13 15:03:05,0
Tushar Jain,Froud app,1,2021-08-13 10:21:55,0
Virat Sharma,"Superb to use this app to invest, this really very nice and well designed app i can say.",5,2021-08-12 14:39:42,0
Roy Sharma,Superb lenders app i just loved this app and i recommend everyone to install this app for better experience in investment world.,5,2021-08-12 12:00:03,0
Anurag Chouhan,"Chor hai yeh, It's a fraud, it's your money that you will get back, you will keep on investing and you will never get the 100% money you invested, forget about the interest on it.",1,2021-08-12 08:02:47,7
Sravan Sagi,App throwing class not found errors from last few updates,1,2021-08-12 02:11:10,0
Electro technical officer,App crashed,1,2021-08-09 23:09:33,0
Shubham Goyal,Still crashing even after updating to latest version....not able to open it....pathetic,1,2021-08-09 13:41:29,2
Mandeep Gupta,"Millennial tool, Guys you can invest directly through lendenclub ,so i recommend all to switch your regular investments ❤️❤️❤️❤️💯💯💯",5,2021-08-07 15:24:48,1
Sanoop C,"VERY VERY SLOW. Have to reinstall every few weeks as the app just stops working. Takes ages to load, invest or refresh. I asked for details of defaulted loans and LenDenClub keeps saying everything is there in app. God knows where...",1,2021-08-07 13:35:36,18
Pratik Kelkar,App is crashing at the start. Updated it with latest version available,1,2021-08-07 12:58:14,0
ankit dabral,99 out of 100 times there is a glitch in this app. Sometimes you can see the portfolio and other times it's just a white screen or it even gets better when the site crashes and I have to download the app again. Please fix this or you will lose one of your users.,1,2021-08-07 11:26:58,4
neeraj bali,"Worst app and services.. Does u r app really work.. White screen pops up..lot of Defaulters, no showing of where is the money. Now I am not even able to withdraw my money. I don't know how come u people are unaware about this issue which is there for more than month a now",1,2021-08-05 17:10:18,3
Addy Singh,Finally I can invest without any complications and also I can start my Savings through this wonderful lenders app. Best luck team.,5,2021-08-05 08:56:09,0
Navistha Shejwal,Whenever I want to invest i always use this amazing app because it is free and very simple to use.,5,2021-08-04 15:40:20,0
prateek sanganeria,"Terrible, horrible app. Initially they show profit and then I have having a loss of 31%. Emailed them a month ago. No reply. Pls pls pls do not waste your hard earned money on this rubbish app. No money will return. You cannot change the AI back to manual and it will put all your money on the bad loans and eat your money. All you can do is just see your money getting lost.",1,2021-08-04 09:24:07,3
Vishnu Priya,for me whenever I want to invest I use this astounding lenders app because they don’t charge anything.,5,2021-08-03 15:24:11,0
Shahnawaz Sayyed,"When I register it says ""User already exists with the PAN number."" Never ever have I used this app and now I can't even seem to sign up! Unpleasant experience right at the onset. UPDATE: I emailed and the problem was rectified within 24 hours which is amazing. Thank you! Appreciated the prompt response and resolution. Changing my review since your service deserves recognition based on the way your support teams acted.",5,2021-07-29 23:45:48,60
True Indian,I don't know what is happening in the app. Since so many month unable to open the App. Clear the bug.,3,2021-07-28 08:14:24,4
Vignesh RS,"I'm using and invested as investors for last one year. Here written off count is increasing, I've already emailed about the same but there is no useful information provided. Still there is increase in delayed, default and written off loans. Think wisely before investing. Response for reply: ONE NEEDS TO KNOW STRATEGY- do all user allow to edit the plan, NO. Plan is locked for 24months then how come you are saying strategy. All strategy is decided by LenDenClub so from your reply you'r doing that",1,2021-07-27 16:24:55,3
Shashank Singh,My profile showing white blank page.....worst,1,2021-07-26 15:11:26,0
Prakhar Agarwal,Doesn't even let you create a user. Keep flashing screen,1,2021-07-26 09:28:18,0
Sanket Jadiya,Very good,5,2021-07-25 19:22:41,0
Suruj Deka,I have started using this app on my phone and found this app very easy to use and hassell free to make investment,5,2021-07-25 16:57:37,0
Raman Kumar Yadav,"Excellent app for investment, it is really easy to use without any commission paying.",5,2021-07-25 16:44:54,0
Manav Mohite,"I am a good user of this one, really easy tool for investing with no paper work and hassle free",5,2021-07-25 16:28:15,0
Piyush Maheshwari,"I have a query. When I register myself as an investor and lend to borrowers through this platform, I am becoming a lender too (since the money technically belongs to me and this is not a deposit being collected by LenDen club). Would I require any sort of registration with RBI for lending ?",5,2021-07-24 07:29:23,0
Ramesh Penthala,Bad experience,1,2021-07-22 10:42:30,0
S anand,"Worst app. You can never recover your money as they have automated everything including recovery. No one cares if there is default. I was lucky to get my principal back but if you can save principal, take it back and run away. 13% is a joke. If you can make 6% with more than 15 defaults per 100 loans, ping me back. Good luck to founders for running everything on automation and getting profitable at expense of lenders.",1,2021-07-22 06:53:38,3
sumieet anand,"Downloaded the app for investing , but it says user with this pan already registered , and the screen freezes ... Without giving any further options .",1,2021-07-22 06:46:29,6
SURAJ KUMAR,"No one picking up call, no replies on email, and chatbot is not good. I have added amount and tried to invest it is giving error that you can not do Invest on your own risk, I added 10k and when I checked my account it was 8k, I have tried to withdraw 8k now, don't know where is my 2k gone",1,2021-07-21 20:10:50,2
VIshal Pawar,The app keeps crashing after showing the welcome screen.,1,2021-07-20 12:37:23,0
Gopal Nichal,App crashes continuously.,1,2021-07-20 01:12:36,0
Anne Meena,Love the overall performance and customer support system of this awesome lendenclub app.,5,2021-07-19 16:31:31,0
Clif Meena,It is really great way to invest with ease with very amazing lendenclub app.,5,2021-07-19 16:30:58,0
Kirk Gaujanian,Won't install,1,2021-07-14 19:25:23,0
Aravinth E,Very very worst app,1,2021-07-08 11:35:53,0
Maiti Das,"I got really amazing profit by this app, I am using this wonderful Lendenclub app from couple months and investing become very easy and free because of this tool.",5,2021-07-07 16:38:16,0
Deepak Trivedi,"The app is very good for the investing and to easily get high returns.as this app and lenden club is based on p2p lending which is more safe in comparison to volatile sectors like stock market ,and mutual funds this app surely guarantees high returns.Kudos to this app.There is a lot of scope of in p2p lending and this app does justify it's worth in terms of everything.",5,2021-07-06 13:51:54,0
Tejas M,"The new update has fixed some sudden crashes, but sometimes, the app suddenly flashes white screen when i click on any option and until i close and reopen it, it won't get resolved also the borrower's profile option in the previous version was better than new version especially the lendenclub comment feature was much clear and simple in the old version. The new version shows 1m+ customer, and I didn't quite get what it means.",3,2021-07-06 13:01:29,134
Jatin Bansal,"The app is very good for investing Usually we see p2p as a new field, so we don't know much about investing in it But believe me guys It is still much better than FD,corporate bonds, standard Mutual funds and many other investments I trusted on it and got good results Return is also amazing Would recommend this app to everyone",5,2021-07-06 08:05:50,4
Nishchal Vinayakrao Pohane,This app is not running from last 1 month ... Already updated but the things remain same...,1,2021-07-06 02:09:46,0
Manoj Jha,"Preplanned Scam!! A big trap for investment. No investor get back there capital money. There marketing team telling fake promises. They are looting investors hard earned and expenses here for fake reviews, so they will loot more. I am waiting to see it's CEO in jail.",1,2021-07-04 18:03:31,0
Riya Nayak,A huge like from my side to this amazing app by which investments become easy and simple.,5,2021-07-03 18:23:21,0
Mohammed Zoheb,Bhai koi bhi pesa apna Matt dena ye logg chor hai mene pese dediya parr abhi takk koi javab nahi aya nahi abhi takk pese mile hai chorr orr louto company hai jiska pesa phaltu hai vo hi risk le,1,2021-07-03 07:55:25,0
Amit Rai,App crashing on open from a year now.,1,2021-07-03 07:12:42,0
Pankaj Yadav,The very bad app!! I don't know whether it is planned by the developers or random case in which I am even unable to open the app. Simply it is not responding for weeks!,1,2021-07-03 03:19:28,12
vijay sathya,4 percentage of NPA is not good. Some measure has to be done.,1,2021-07-02 16:13:39,1
Raj Singh,"Safe tracker is available, This is awesome application to track our investments, Great features and well designed app for investment.",5,2021-07-01 11:11:41,2
GAURAV SINHA,Easy and profitable app to make investments . Excellent job team. Keep it up and all the best.,5,2021-06-30 07:18:51,0
Preeti Ji,"Zero brokerage lenders app, I loved this app because i can invest for free, they are commission less so it saves my money.",5,2021-06-29 13:25:49,1
Muskan Yadav,I just loved the direct investing feature of this app.all in one lenders app indeed.,5,2021-06-29 12:33:44,0
nikhil prince,Can't login in the app and shows me as a loan borrower waste app,1,2021-06-28 13:33:30,0
Surya Narayanan Ramamurthy,"**** App sends notifications. But doesn't open. Elaborate? App doesn't open. I updated it. Restarted the app, phone. It doesnt open. But sends the notifications.",1,2021-06-28 08:09:59,2
Rahul Kumar,"Attractive app, I am Impressed with this app, I can easily invest because of this beautifully designed app.",5,2021-06-27 13:36:34,0
Raja A,Customer care support is very poor not lifting call anytime I m really disappointed .please rectified customer support I will tried to calling,1,2021-06-26 14:55:43,0
Narayan Sethy,"Love you team, this lendenclub app you can invest directly and you get your money directly in your bank account.",5,2021-06-26 10:23:52,1
Manoj Rane,more than 400+Defaults and written off profiles Lenden recovery team is very poor dont know whats going on behind screen dashboard show high returbs but in actual you will get half return they give childiesh replys borower is out of country not reacgable not traceble we sent mail whats up since its investers money they are least botherd most of the profiles runs in delay only again and again now a days delay charges penal charges also not seen alway give some smart answer never do improvement,1,2021-06-25 02:45:18,3
Mautik,Worst app,1,2021-06-22 17:15:25,0
Mavi Parjapa,"Effective app! Been the only app which i use to invest , really very much beneficial app by all means, keep it up team.",5,2021-06-21 15:14:19,0
ANURAG PANDEY,I have been using thi app since last couple of months and getting good return on it. As for investing this is new idea P2P Platform. I would recommend go for long term investment not for short term.,5,2021-06-21 09:43:49,1
Vikram B,"No mechanism for recovery. Accounts written off left, right and centre. My investement ended up as loss making with this app. P2P investments are risky which we all know, but to have no other mechanisms than Credit score downgrades is just poor. Avoid it.",2,2021-06-20 14:20:31,12
Rajesh kumar,Frankly i just love this lenders app very much which is really very beneficial for every investors.,5,2021-06-19 14:05:18,0
Nandhini Arjunraj,"Safe application for investors, If you really don’t have Idea about how to invest then this amazing tool is just for you.",5,2021-06-19 13:21:51,1
Smit Sanghavi,Extremely poor support. Unable to complete kyc,1,2021-06-18 13:54:07,1
Shashank,Sir if you see my comment please develop the app crashing every time.. many times I Uninstalled and reinstalled..,2,2021-06-16 16:05:55,1
Sakhar Singh,"Awesome app, I am using this app from 4 months to invest with robo advisory support it really helps me to make my money increase.",5,2021-06-16 14:20:01,0
Debasis Ray,"Really nice app for investment... Innovative and trustworthy. Really good customer service. Also the latest app update (as on 15th Sep 2020) , the appearance has been upgraded with lot more user friendly interface. Keep up the good work.",1,2021-06-16 09:41:40,1
Rahul Kumar,"This lendenclub app really a good lenders app i have used, very easy to understand and invest.",5,2021-06-15 13:31:05,2
Lakhmi Das,"Satisfied user, I am using this wonderful lenders app from couple months and investing become very easy and free because of this tool.",5,2021-06-14 14:36:45,0
Raja Johnny Wallang,Worse servece i have closed my loan on time 2 and half year back but still they havent update my loan,1,2021-06-14 07:49:58,0
Kiran Jat,"Extraordinary lenders app, it gives really good advisory support which is essential for new comers.",5,2021-06-13 14:14:41,0
varsha shirishkar,"Please don't invest on this platform. Lots of defaults, delays and written off issues.",1,2021-06-12 11:47:25,4
inferno d,"Initially everything looks profitable. But after 1.5 yrs, have net loss of 10% (without including Rs.500 paid for membership). Most of the investments were done by so called AI. Now the app doesn't even open. Below is the max they are doing (the response I got for default list inquiry) *In addition to the servicing and collections efforts, Lendenclub reports delinquent borrowers to credit bureaus every month. This information can adversely impact credit score ......*",1,2021-06-11 15:01:53,20
Tridisha Das,Attractive one ! one of the well designed and well featured app for investing and start savings with zero error and less efforts.,5,2021-06-11 14:51:21,0
Ronak Namsha,You should only invest through Lenden if you don't need your capital back. Forget about return on investment. There is no long term return this company can help you generate. Try yourself if you don't believe this.,1,2021-06-10 19:53:19,1
Henry Meena,"fallen in love with this lenders app, works great and well designed app I have ever seen, guys you must download this app.",5,2021-06-10 13:57:11,0
Asima Barik,"Toal five star rating to this app, from my side a huge thumbs up to this awesome lenders app, i genuinely liked this app for all my investments.",5,2021-06-10 13:06:49,0
Samir 8,"Money saving and tax saving app, it is free and simple app to invest, I just loved this app as it doesn’t charge anything which is available on play store now a days.",5,2021-06-10 12:45:23,0
Siddanagouda Biradar,"I wanted to rate less than 1 star, I do not have option, its recovery policy is scam and application will down for months.",1,2021-06-10 00:56:07,4
Jatin Furia,Opening the App is pain. It shows error.,1,2021-06-09 22:04:31,0
Abhi Abhi,"User interface is really good, lendenclub is very nice and easy app, customer support system is also very good, I am genuinely impressed with this app.",5,2021-06-09 16:44:42,3
Katvin 1,"Perfect tool for investors, according to me lendenclub is the best app i have ever used, i just loved this app and tell everyone to install in their mobile phones.",5,2021-06-09 15:20:59,0
Rcb Barik,"Great going team, Impressive lenders app i just loved this app and i recommend everyone to install this app for better experience in investment world.",5,2021-06-09 15:14:03,0
Cikha Gohoi,"Perfect app with no any hidden commission, guys listen to me you can invest direct with zero commission for free through lendenclub app",5,2021-06-08 15:39:06,0
Us Barik,"Necessary app for all business minded people, I never thought that investing will be so simple and free.",5,2021-06-08 14:49:44,0
Vansh Agnihotri,I was not expecting such nice service so according to me every phone must have this lendenclub app.,5,2021-06-08 14:44:32,1
Google Star,"No other app is better to invest than this, thank you team for making such easy and convenient app.",5,2021-06-08 14:44:29,0
ajay vishnu,"Excessive defaults, it's showing as lenden can help earn more than fd rates but my returns are negative for the past 1 year not even could recover the principal, utter waste, already complained several times, they are not even recovering student loans backed by schools, lenders stay away.",1,2021-06-08 11:09:02,4
Google Barik,"A very good and convenient tool to invest , I strongly recommend this app to everyone.",5,2021-06-07 13:02:46,0
Rahul Meena,"I am beginner to invest , but this app really helped me a lot how to invest and where to invest with their advisory support.",5,2021-06-07 12:19:05,0
Chumuki Nayak,"This lenders app is very useful and economic according to me, so from my side a big thumbs up to this app.",5,2021-06-07 12:17:36,0
Nanji Bhai appu,"This is a great lenders app i have ever used, easy to operate and understand.",5,2021-06-07 12:09:21,1
